year,province,bank_type_bfi,outlet_num,outlet_employees,outlet_assets,corporate_ins_num,outlet_pert
2009,河南省,城市信用社,21,553,39,1,0.0022
2009,河南省,小型农村金融机构,5367,46712,4348,145,0.5657
2009,河南省,财务公司,3,102,150,2,0.0003
2009,湖北省,政策性银行,95,2346,2434,,0.0166
2009,湖北省,外资银行,8,223,43,,0.0014
2009,湖北省,三类新型农村金融机构,14,203,12,10,0.0024
2009,湖北省,合计,6847,104808,21023,107,1.197
2009,湖北省,大型商业银行,2676,59003,10017,,0.4678
2009,湖北省,股份制商业银行,147,5519,3314,,0.0257
2009,湖北省,邮政储蓄银行,1501,6181,1252,,0.2624
2009,湖北省,城市商业银行,171,3656,973,6,0.0299
2009,湖北省,小型农村金融机构,2228,27197,2243,86,0.3895
2009,湖北省,财务公司,7,480,735,5,0.0012
2009,湖南省,政策性银行,116,2822,2134.7,0,0.0181
2009,湖南省,外资银行,1,31,6.1,0,0.0002
2009,湖南省,三类新型农村金融机构,11,192,18.1,11,0.0017
2009,湖南省,合计,8941,103189,17453.3,142,1.3957
2009,湖南省,大型商业银行,2357,49115,8644.8,0,0.3679
2009,湖南省,股份制商业银行,88,3377,1563.4,0,0.0137
2009,湖南省,邮政储蓄银行,2035,6205,1157.5,0,0.3177
2009,湖南省,城市商业银行,178,4603,959.6,5,0.0278
2009,湖南省,城市信用社,20,270,34.1,1,0.0031
2009,湖南省,小型农村金融机构,4133,36535,2910.4,123,0.6452
2009,湖南省,财务公司,2,39,24.6,2,0.0003
2009,广东省,政策性银行,82,2280,3285,0,0.0085
2009,广东省,外资银行,148,6797,2433,5,0.0154
2009,广东省,三类新型农村金融机构,75,2164,65,75,0.0078
2009,广东省,合计,14306,259450,85942,208,1.4843
2009,广东省,大型商业银行,5870,133130,46538,0,0.609
2009,广东省,股份制商业银行,914,30899,18577,3,0.0948
2009,广东省,邮政储蓄银行,1090,10450,1835,0,0.1131
2009,广东省,城市商业银行,346,10987,3069,5,0.0359
2009,广东省,城市信用社,0,0,0,0,0
2009,广东省,小型农村金融机构,5772,62346,9399,112,0.5989
2009,广东省,财务公司,9,397,741,8,0.0009
2009,深圳市,政策性银行,3,222,1438.34,0,
2009,深圳市,外资银行,81,4231,1386.05,4,
2009,深圳市,三类新型农村金融机构,15,1411,17.49,15,
2009,深圳市,合计,1305,48770,26484.18,26,
2009,深圳市,大型商业银行,464,18408,13279.05,0,
2009,深圳市,股份制商业银行,384,15875,7574.12,2,
2009,深圳市,邮政储蓄银行,95,1273,228.35,0,
2009,深圳市,城市商业银行,63,5295,2126.42,1,
2009,深圳市,城市信用社,0,0,0,0,
2009,深圳市,小型农村金融机构,197,1925,163.28,1,
2009,深圳市,财务公司,3,130,271.08,3,
2009,广西壮族自治区,政策性银行,61,1569,1274,,0.0126
2009,广西壮族自治区,外资银行,2,54,7,,0.0004
2009,广西壮族自治区,三类新型农村金融机构,31,,22,29,0.0064
2009,广西壮族自治区,合计,5384,73646,11563,125,1.1087
2009,广西壮族自治区,大型商业银行,1848,34905,5709,,0.3806
2009,广西壮族自治区,股份制商业银行,121,3478,1209,,0.0249
2009,广西壮族自治区,邮政储蓄银行,921,9306,582,,0.1897
2009,广西壮族自治区,城市商业银行,137,2768,607,3,0.0282
2009,广西壮族自治区,小型农村金融机构,2263,21566,2153,93,0.466
2009,海南省,政策性银行,19,481,989,0,0.022
2009,海南省,外资银行,1,32,4,0,0.0012
2009,海南省,三类新型农村金融机构,0,0,0,0,0
2009,海南省,合计,1232,17683,4117.4,227,1.4258
2009,海南省,大型商业银行,469,10949,2415,0,0.5428
2009,海南省,股份制商业银行,16,483,237,0,0.0185
2009,海南省,邮政储蓄银行,338,2550,209.5,0,0.3912
2009,海南省,城市商业银行,0,0,0,0,0
2009,海南省,城市信用社,0,0,0,0,0
2009,海南省,小型农村金融机构,388,3170,242.9,226,0.449
2009,海南省,财务公司,1,18,20,1,0.0012
2009,重庆市,政策性银行,39,1055,1362,0,0.0136
2009,重庆市,外资银行,16,448,76,0,0.0056
2009,重庆市,三类新型农村金融机构,6,143,6,6,0.0021
2009,重庆市,合计,4194,48225,14212,9,1.4669
2009,重庆市,大型商业银行,1171,22626,6104,0,0.4096
2009,重庆市,股份制商业银行,205,5757,2888,0,0.0717
2009,重庆市,邮政储蓄银行,880,3192,724,0,0.3078
2009,重庆市,城市商业银行,110,2452,1047,2,0.0385
2009,重庆市,城市信用社,0,0,0,0,0
2009,重庆市,农村商业银行,1767,12552,2005,1,0.618
2009,重庆市,财务公司,0,0,0,0,0
2009,四川省,政策性银行,113,2988,2464,0,0.0138
2009,四川省,外资银行,18,533,131,0,0.0022
2009,四川省,三类新型农村金融机构,22,335,50,17,0.0027
2009,四川省,合计,12460,135144,29261,553,1.5223
2009,四川省,大型商业银行,3133,64974,14746,0,0.3828
2009,四川省,股份制商业银行,139,5297,3286,0,0.017
2009,四川省,邮政储蓄银行,2943,14509,1682,0,0.3596
2009,四川省,城市商业银行,467,6685,2472,13,0.0571
2009,四川省,城市信用社,0,0,0,0,0
2009,四川省,小型农村金融机构,5622,39599,4248,521,0.6869
2009,四川省,财务公司,3,224,182,2,0.0004
2009,贵州省,政策性银行,70,1220,882,0,0.0184
2009,贵州省,三类新型农村金融机构,49,555,16,49,0.0129
2009,贵州省,合计,3634,46688,6972,143,0.9568
2009,贵州省,大型商业银行,1054,22161,3592,0,0.2775
2009,贵州省,股份制商业银行,1,68,34,0,0.0003
2009,贵州省,邮政储蓄银行,274,1533,306,0,0.0721
2009,贵州省,城市商业银行,172,3513,726,4,0.0453
2009,贵州省,小型农村金融机构,2012,17594,1344,89,0.5298
2009,贵州省,财务公司,2,44,72,1,0.0005
2009,云南省,政策性银行,87,1808,1392,0,0.019
2009,云南省,外资银行,2,27,3,1,0.0004
2009,云南省,三类新型农村金融机构,137,1156,53,132,0.03
2009,云南省,合计,5130,66396,13605,277,1.1223
2009,云南省,大型商业银行,1548,33164,6741,0,0.3387
2009,云南省,股份制商业银行,117,3611,1942,0,0.0256
2009,云南省,邮政储蓄银行,809,4990,313,0,0.177
2009,云南省,城市商业银行,123,2240,660,3,0.0269
2009,云南省,城市信用社,0,0,0,0,0
2009,云南省,小型农村金融机构,2306,19385,2496,140,0.5045
2009,云南省,财务公司,1,15,5,1,0.0002
2009,西藏自治区,政策性银行,1,18,0,0,0.0034
2009,西藏自治区,外资银行,0,0,0,0,0
2009,西藏自治区,三类新型农村金融机构,0,0,0,0,0
2009,西藏自治区,合计,600,5686,958,0,2.0688
2009,西藏自治区,大型商业银行,549,5477,926,0,1.8929
2009,西藏自治区,股份制商业银行,0,0,0,0,0
2009,西藏自治区,邮政储蓄银行,50,191,32,0,0.1724
2009,西藏自治区,城市商业银行,0,0,0,0,0
2009,西藏自治区,城市信用社,0,0,0,0,0
2009,西藏自治区,小型农村金融机构,0,0,0,0,0
2009,西藏自治区,财务公司,0,0,0,0,0
2009,陕西省,政策性银行,80,2001,1532,0,0.0212
2009,陕西省,外资银行,8,262,81,0,0.0021
2009,陕西省,三类新型农村金融机构,64,395,32,64,0.017
2009,陕西省,合计,6242,77026,17047,229,1.6548
2009,陕西省,大型商业银行,1847,39696,8157,0,0.4897
2009,陕西省,股份制商业银行,97,3649,2692,0,0.0257
2009,陕西省,邮政储蓄银行,1205,7025,863,0,0.3195
2009,陕西省,城市商业银行,187,3749,987,2,0.0496
2009,陕西省,城市信用社,0,0,0,0,0
2009,陕西省,小型农村金融机构,2751,20062,2452,162,0.7293
2009,陕西省,财务公司,3,187,251,1,0.0008
2009,甘肃省,政策性银行,59,1442,849,0,0.0224
2009,甘肃省,外资银行,0,0,0,0,0
2009,甘肃省,三类新型农村金融机构,41,415,9.4,35,0.0156
2009,甘肃省,合计,4350,47483,7258.5,194,1.6506
2009,甘肃省,大型商业银行,1351,25749,3933.7,0,0.5126
2009,甘肃省,股份制商业银行,49,1208,399,0,0.0186
2009,甘肃省,邮政储蓄银行,542,1873,248.2,1,0.2057
2009,甘肃省,城市商业银行,104,1961,465.5,2,0.0395
2009,甘肃省,城市信用社,18,357,26,1,0.0068
2009,甘肃省,小型农村金融机构,2185,14421,1327.7,155,0.8291
2009,甘肃省,信托公司,1,57,0,0,0.0004
2009,青海省,政策性银行,25,491,533,,0.0449
2009,青海省,三类新型农村金融机构,7,44,3,7,0.0126
2009,青海省,合计,927,12910,2282,39,1.6634
2009,青海省,大型商业银行,388,8603,1330,,0.6962
2009,青海省,邮政储蓄银行,152,682,76,,0.2727
2009,青海省,城市商业银行,46,828,138,1,0.0825
2009,青海省,小型农村金融机构,309,2262,202,31,0.5545
2009,宁夏回族自治区,政策性银行,16,412,441,,0.0256
2009,宁夏回族自治区,三类新型农村金融机构,2,65,3,2,0.0032
2009,宁夏回族自治区,合计,1080,18235,2629,24,1.7274
2009,宁夏回族自治区,大型商业银行,461,9452,1205,,0.7374
2009,宁夏回族自治区,股份制商业银行,3,139,35,,0.0048
2009,宁夏回族自治区,邮政储蓄银行,185,1439,89,,0.2959
2009,宁夏回族自治区,城市商业银行,48,2034,450,2,0.0768
2009,宁夏回族自治区,小型农村金融机构,365,4694,406,20,0.5838
2009,新疆维吾尔自治区,政策性银行,91,2065,1148,0,0.0422
2009,新疆维吾尔自治区,外资银行,1,49,20,0,0.0005
2009,新疆维吾尔自治区,三类新型农村金融机构,22,177,6,22,0.0102
2009,新疆维吾尔自治区,合计,2922,45232,8272,122,1.3536
2009,新疆维吾尔自治区,大型商业银行,1258,27199,4723,0,0.5828
2009,新疆维吾尔自治区,股份制商业银行,55,1651,474,0,0.0255
2009,新疆维吾尔自治区,邮政储蓄银行,382,2135,357,0,0.177
2009,新疆维吾尔自治区,城市商业银行,106,1824,607,4,0.0491
2009,新疆维吾尔自治区,城市信用社,20,227,22,1,0.0093
2009,新疆维吾尔自治区,小型农村金融机构,986,9896,908,95,0.4568
2009,新疆维吾尔自治区,财务公司,1,9,7,0,0.0005
2010,北京市,政策性银行,17,727,9644.8,,0.0087
2010,北京市,外资银行,92,6491,2424.9,7,0.0469
2010,北京市,三类新型农村金融机构,7,157,24.5,7,0.0036
2010,北京市,合计,3553,91531,93130.9,43,1.811
2010,北京市,大型商业银行,1632,50427,45765.6,,0.8318
2010,北京市,股份制商业银行,383,15617,18765.2,2,0.1952
2010,北京市,邮政储蓄银行,523,1666,1154.2,,0.2666
2010,北京市,城市商业银行,180,7638,8472.3,1,0.0917
2010,北京市,小型农村金融机构,694,7710,3357.6,1,0.3537
2010,北京市,财务公司,25,1098,3521.8,25,0.0127
2010,天津市,政策性银行,12,382,1421,0,0.0092
2010,天津市,外资银行,20,1632,644,3,0.0154
2010,天津市,三类新型农村金融机构,1,166,28,5,0.0008
2010,天津市,合计,2576,50527,19737,15,1.9826
2010,天津市,大型商业银行,1160,27385,8825,0,0.8928
2010,天津市,股份制商业银行,173,6281,3863,1,0.1331
2010,天津市,邮政储蓄银行,389,2014,562,0,0.2994
2010,天津市,城市商业银行,240,5035,2537,1,0.1847
2010,天津市,小型农村金融机构,580,7554,1744,2,0.4464
2010,天津市,财务公司,1,78,113,3,0.0008
2010,河北省,政策性银行,164,3572,1890,0,0.0228
2010,河北省,外资银行,1,36,3,0,0.0001
2010,河北省,三类新型农村金融机构,8,153,4,8,0.0011
2010,河北省,合计,9922,152492,30639,178,1.3793
2010,河北省,大型商业银行,3107,71984,16505,0,0.4319
2010,河北省,股份制商业银行,84,3517,1951,0,0.0117
2010,河北省,邮政储蓄银行,1345,13622,1542,0,0.187
2010,河北省,城市商业银行,355,9543,2646,11,0.0493
2010,河北省,城市信用社,0,0,0,0,0
2010,河北省,小型农村金融机构,4857,50032,6035,158,0.6752
2010,河北省,财务公司,1,33,63,1,0.0001
2010,山西省,政策性银行,57,2174,1451,,0.0159
2010,山西省,外资银行,1,30,6,,0.0003
2010,山西省,三类新型农村金融机构,6,84,24,6,0.0017
2010,山西省,合计,5477,92582,22174,125,1.5324
2010,山西省,大型商业银行,1592,42544,9943,,0.4454
2010,山西省,股份制商业银行,76,3739,3068,,0.0213
2010,山西省,邮政储蓄银行,614,5260,1385,,0.1718
2010,山西省,城市商业银行,175,4526,1198,,0.049
2010,山西省,小型农村金融机构,2952,34099,4754,115,0.8259
2010,山西省,财务公司,4,126,345,4,0.0011
2010,内蒙古自治区,政策性银行,85,2096,1686,0,0.0344
2010,内蒙古自治区,外资银行,1,21,2,0,0.0004
2010,内蒙古自治区,三类新型农村金融机构,37,812,49,30,0.015
2010,内蒙古自治区,合计,4624,83253,13125,143,1.8704
2010,内蒙古自治区,大型商业银行,1576,39010,6139,0,0.6375
2010,内蒙古自治区,股份制商业银行,32,1408,931,0,0.0129
2010,内蒙古自治区,邮政储蓄银行,402,4051,433,0,0.1626
2010,内蒙古自治区,城市商业银行,224,6434,1848,4,0.0906
2010,内蒙古自治区,小型农村金融机构,2264,29191,2002,107,0.9158
2010,内蒙古自治区,财务公司,1,9,13,0,0.0004
2010,内蒙古自治区,信托公司,2,221,22,2,0.0008
2010,中国,政策性银行,,59503,,3,
2010,中国,外资银行,,36017,,40,
2010,中国,合计,,2990716,,3769,
2010,中国,股份制商业银行,,237158,,12,
2010,中国,城市商业银行,,206604,,147,
2010,中国,农村合作银行,,81076,,223,
2010,中国,农村商业银行,,96721,,85,
2010,中国,农村信用社,,550859,,2646,
2010,中国,信托公司,,7382,,63,
2010,辽宁省,政策性银行,81,2306,3536,0,0.0185
2010,辽宁省,外资银行,44,1157,352,1,0.0101
2010,辽宁省,三类新型农村金融机构,52,988,100,42,0.0119
2010,辽宁省,合计,8457,150489,34996,136,1.9331
2010,辽宁省,大型商业银行,3082,76420,13796,0,0.7045
2010,辽宁省,股份制商业银行,334,10019,5749,0,0.0763
2010,辽宁省,邮政储蓄银行,1554,7716,1485,0,0.3552
2010,辽宁省,城市商业银行,883,20784,6976,15,0.2018
2010,辽宁省,城市信用社,0,0,0,0,0
2010,辽宁省,小型农村金融机构,2426,31047,2738,77,0.5545
2010,辽宁省,财务公司,1,52,264,1,0.0002
2010,吉林省,政策性银行,60,1832,2072,,0.0218
2010,吉林省,外资银行,1,23,4,,0.0004
2010,吉林省,三类新型农村金融机构,23,507,38,17,0.0084
2010,吉林省,合计,4854,87596,13129,70,1.7673
2010,吉林省,大型商业银行,1524,42594,5674,,0.5549
2010,吉林省,股份制商业银行,30,1222,1173,,0.0109
2010,吉林省,邮政储蓄银行,1062,8053,738,,0.3867
2010,吉林省,城市商业银行,356,8014,1478,1,0.1296
2010,吉林省,小型农村金融机构,1795,24899,1689,50,0.6535
2010,吉林省,财务公司,3,452,263,2,0.0011
2010,黑龙江省,政策性银行,90,2514,2238,0,0.0235
2010,黑龙江省,外资银行,4,42,14,1,0.001
2010,黑龙江省,三类新型农村金融机构,13,325,19,13,0.0034
2010,黑龙江省,合计,6027,104510,16347,100,1.5722
2010,黑龙江省,大型商业银行,2031,56135,7753,0,0.5298
2010,黑龙江省,股份制商业银行,67,2140,1229,0,0.0175
2010,黑龙江省,邮政储蓄银行,1579,13500,1419,0,0.4119
2010,黑龙江省,城市商业银行,290,5102,2154,2,0.0757
2010,黑龙江省,城市信用社,0,0,0,0,0
2010,黑龙江省,小型农村金融机构,1945,23224,1481,81,0.5074
2010,黑龙江省,财务公司,8,1528,40,3,0.0021
2010,上海市,政策性银行,14,509,2677.9,0,0.0061
2010,上海市,外资银行,192,15618,8657.3,19,0.0834
2010,上海市,三类新型农村金融机构,5,101,60.1,5,0.0022
2010,上海市,合计,3316,95185,68376.2,41,1.4401
2010,上海市,大型商业银行,1496,41231,30842.7,0,0.6497
2010,上海市,股份制商业银行,552,20306,14633.1,2,0.2397
2010,上海市,邮政储蓄银行,453,2584,924.5,0,0.1967
2010,上海市,城市商业银行,264,8965,6245.5,1,0.1146
2010,上海市,小型农村金融机构,327,5079,2537.3,1,0.142
2010,上海市,财务公司,13,792,1797.8,13,0.0056
2010,江苏省,政策性银行,92,2126,3280.7,0,0.0117
2010,江苏省,外资银行,35,1188,388.1,1,0.0044
2010,江苏省,三类新型农村金融机构,29,462,91,25,0.0037
2010,江苏省,合计,11462,179155,71555.4,103,1.4565
2010,江苏省,大型商业银行,4910,100922,40706.1,0,0.6239
2010,江苏省,股份制商业银行,387,16360,7714.3,0,0.0492
2010,江苏省,邮政储蓄银行,2401,7111,2642.3,0,0.3051
2010,江苏省,城市商业银行,531,14099,6896,3,0.0675
2010,江苏省,城市信用社,0,0,0,0,0
2010,江苏省,小型农村金融机构,3071,36761,9663.2,69,0.3902
2010,江苏省,财务公司,6,126,173.7,5,0.0008
2010,浙江省,政策性银行,57,1911,2616.6,0,0.0105
2010,浙江省,外资银行,22,827,249.3,2,0.004
2010,浙江省,三类新型农村金融机构,27,880,166.6,27,0.005
2010,浙江省,合计,10656,196873,64365.9,127,1.9565
2010,浙江省,大型商业银行,3694,89387,29572.8,0,0.6782
2010,浙江省,股份制商业银行,669,25250,13092.4,1,0.1228
2010,浙江省,邮政储蓄银行,1604,13125,1515.7,0,0.2945
2010,浙江省,城市商业银行,555,21455,7678.4,11,0.1019
2010,浙江省,城市信用社,8,242,22.5,1,0.0015
2010,浙江省,小型农村金融机构,4017,43682,9244.9,82,0.7375
2010,浙江省,财务公司,3,114,206.7,3,0.0006
2010,安徽省,政策性银行,90,2333,2082,0,0.0151
2010,安徽省,外资银行,2,69,25,0,0.0003
2010,安徽省,三类新型农村金融机构,18,412,45,18,0.003
2010,安徽省,合计,7342,98592,20285,104,1.2326
2010,安徽省,大型商业银行,2215,47081,9336,0,0.3718
2010,安徽省,股份制商业银行,246,2966,2003,0,0.0413
2010,安徽省,邮政储蓄银行,1660,11719,1354,0,0.2787
2010,安徽省,城市商业银行,166,4696,2012,1,0.0279
2010,安徽省,小型农村金融机构,2943,29227,3335,83,0.4941
2010,安徽省,财务公司,2,89,93,2,0.0003
2010,福建省,政策性银行,38,1105,1572.6,0,0.0103
2010,福建省,外资银行,35,1155,667.2,2,0.0095
2010,福建省,三类新型农村金融机构,5,126,12.2,4,0.0014
2010,福建省,合计,5375,95702,28637.1,81,1.4555
2010,福建省,大型商业银行,2133,54107,11164.9,0,0.5776
2010,福建省,股份制商业银行,270,12625,10844,1,0.0731
2010,福建省,邮政储蓄银行,943,4535,826.7,0,0.2553
2010,福建省,城市商业银行,122,4323,1415.7,3,0.033
2010,福建省,小型农村金融机构,1826,17461,2077.4,68,0.4944
2010,福建省,财务公司,1,19,33.8,1,0.0003
2010,福建省,信托公司,2,246,22.6,2,0.0005
2010,江西省,政策性银行,83,2197,1298,0,0.0186
2010,江西省,外资银行,2,60,13,0,0.0004
2010,江西省,三类新型农村金融机构,13,238,25,12,0.0029
2010,江西省,合计,5891,78758,14812,112,1.3202
2010,江西省,大型商业银行,1745,38074,6949,0,0.3911
2010,江西省,股份制商业银行,38,1857,1346,0,0.0085
2010,江西省,邮政储蓄银行,1392,9907,1118,0,0.312
2010,江西省,城市商业银行,187,4740,1530,5,0.0419
2010,江西省,城市信用社,0,0,0,0,0
2010,江西省,小型农村金融机构,2429,21590,2441,93,0.5443
2010,江西省,财务公司,2,95,92,2,0.0004
2010,山东省,政策性银行,128,3686,4028.5,0,0.0134
2010,山东省,外资银行,27,707,249,0,0.0028
2010,山东省,三类新型农村金融机构,12,319,169.3,12,0.0013
2010,山东省,合计,13473,191763,49801.9,168,1.4052
2010,山东省,大型商业银行,4264,94221,22275,0,0.4447
2010,山东省,股份制商业银行,361,13094,7120.8,1,0.0377
2010,山东省,邮政储蓄银行,2808,6023,2217,0,0.2929
2010,山东省,城市商业银行,597,14099,4790,14,0.0623
2010,山东省,小型农村金融机构,5270,59355,8377.3,136,0.5497
2010,山东省,财务公司,6,259,575,5,0.0006
2010,河南省,政策性银行,152,3737,2966.47,0,0.0162
2010,河南省,外资银行,2,63,19.84,0,0.0002
2010,河南省,三类新型农村金融机构,19,332,35.2,19,0.002
2010,河南省,合计,11629,162995,28286.86,181,1.2364
2010,河南省,大型商业银行,3112,74435,11982.13,0,0.3309
2010,河南省,股份制商业银行,147,5257,3713.79,0,0.0156
2010,河南省,邮政储蓄银行,2317,8997,2033.47,0,0.2463
2010,河南省,城市商业银行,536,11557,2233.66,17,0.057
2010,河南省,小型农村金融机构,5341,58507,5069.46,143,0.5679
2010,河南省,财务公司,3,110,232.84,2,0.0003
2010,湖北省,政策性银行,95,2375,2915,,0.0166
2010,湖北省,外资银行,8,239,74,,0.0014
2010,湖北省,三类新型农村金融机构,17,306,22,12,0.003
2010,湖北省,合计,6840,106613,25562,108,1.1942
2010,湖北省,大型商业银行,2685,59950,12155,,0.4688
2010,湖北省,股份制商业银行,159,6225,3755,,0.0278
2010,湖北省,邮政储蓄银行,1530,6130,1569,,0.2671
2010,湖北省,城市商业银行,176,3976,1393,6,0.0307
2010,湖北省,小型农村金融机构,2163,26908,2954,85,0.3776
2010,湖北省,财务公司,7,504,725,5,0.0012
2010,湖南省,政策性银行,116,3279,2469.8,0,0.0177
2010,湖南省,外资银行,1,28,16.9,0,0.0002
2010,湖南省,三类新型农村金融机构,14,258,38.6,9,0.0021
2010,湖南省,合计,8895,105160,20409.3,136,1.3539
2010,湖南省,大型商业银行,2365,49245,9480.7,0,0.36
2010,湖南省,股份制商业银行,109,4214,2285.2,0,0.0166
2010,湖南省,邮政储蓄银行,2034,6586,1396.2,0,0.3096
2010,湖南省,城市商业银行,206,5267,1449.3,2,0.0314
2010,湖南省,城市信用社,0,0,0,0,0
2010,湖南省,小型农村金融机构,4048,36238,3240.4,123,0.6161
2010,湖南省,财务公司,2,45,32.2,2,0.0003
2010,广东省,政策性银行,82,2297,4084,0,0.0079
2010,广东省,外资银行,156,7669,3450,5,0.0149
2010,广东省,三类新型农村金融机构,15,389,68,11,0.0014
2010,广东省,合计,15195,279824,105279,138,1.4553
2010,广东省,大型商业银行,5902,137629,53453,0,0.5653
2010,广东省,股份制商业银行,993,36216,23276,3,0.0951
2010,广东省,邮政储蓄银行,1915,20860,2229,0,0.1834
2010,广东省,城市商业银行,367,12076,6797,5,0.0352
2010,广东省,城市信用社,0,0,0,0,0
2010,广东省,小型农村金融机构,5755,62188,11153,104,0.5512
2010,广东省,财务公司,10,500,769,10,0.001
2010,深圳市,政策性银行,3,227,1692.2,0,
2010,深圳市,外资银行,80,4714,1995,4,
2010,深圳市,三类新型农村金融机构,3,162,27,3,
2010,深圳市,合计,1366,51607,34014.3,15,
2010,深圳市,大型商业银行,527,20454,16193.9,0,
2010,深圳市,股份制商业银行,348,17106,9437.9,2,
2010,深圳市,邮政储蓄银行,133,1355,281.5,0,
2010,深圳市,城市商业银行,70,5502,3218.9,1,
2010,深圳市,城市信用社,0,0,0,0,
2010,深圳市,小型农村金融机构,198,1925,901.1,1,
2010,深圳市,财务公司,4,162,266.8,4,
2010,广西壮族自治区,政策性银行,64,1685,1634.07,0,0.0139
2010,广西壮族自治区,外资银行,2,56,19.07,0,0.0004
2010,广西壮族自治区,三类新型农村金融机构,18,263,24.86,15,0.0039
2010,广西壮族自治区,合计,5414,76347,14747,109,1.1744
2010,广西壮族自治区,大型商业银行,1947,37907,7292,0,0.4223
2010,广西壮族自治区,股份制商业银行,47,1889,1053,0,0.0102
2010,广西壮族自治区,邮政储蓄银行,923,9750,727,0,0.2002
2010,广西壮族自治区,城市商业银行,147,3626,1084,3,0.0319
2010,广西壮族自治区,城市信用社,0,0,0,0,0
2010,广西壮族自治区,小型农村金融机构,2266,21171,2913,91,0.4915
2010,广西壮族自治区,财务公司,0,0,0,0,0
2010,海南省,政策性银行,19,541,1296,0,0.0219
2010,海南省,外资银行,1,38,14.8,0,0.0012
2010,海南省,三类新型农村金融机构,8,70,1.7,8,0.0092
2010,海南省,合计,1249,18287,5471,28,1.438
2010,海南省,大型商业银行,476,11238,3048.4,0,0.548
2010,海南省,股份制商业银行,18,607,364.3,0,0.0207
2010,海南省,邮政储蓄银行,338,2597,276.1,0,0.3892
2010,海南省,城市商业银行,0,0,0,0,0
2010,海南省,城市信用社,0,0,0,0,0
2010,海南省,小型农村金融机构,388,3167,419.4,19,0.4467
2010,海南省,财务公司,1,29,49.8,1,0.0012
2010,重庆市,政策性银行,39,1092,1758,0,0.0135
2010,重庆市,外资银行,20,528,106,0,0.0069
2010,重庆市,三类新型农村金融机构,14,299,22,14,0.0049
2010,重庆市,合计,4208,53328,18085,18,1.4588
2010,重庆市,大型商业银行,1239,25024,6893,0,0.4295
2010,重庆市,股份制商业银行,147,4843,3855,0,0.051
2010,重庆市,邮政储蓄银行,880,3568,892,0,0.3051
2010,重庆市,城市商业银行,125,3480,1713,2,0.0433
2010,重庆市,城市信用社,0,0,0,0,0
2010,重庆市,小型农村金融机构,1743,14478,2841,1,0.6042
2010,重庆市,财务公司,1,16,5,1,0.0003
2010,四川省,政策性银行,113,3652,2935.1,0,0.014
2010,四川省,外资银行,20,775,225.6,0,0.0025
2010,四川省,三类新型农村金融机构,45,452,97.7,27,0.0056
2010,四川省,合计,12559,189327,35929.8,563,1.5611
2010,四川省,大型商业银行,3126,88202,17038.5,0,0.3886
2010,四川省,股份制商业银行,171,7242,4465.2,0,0.0213
2010,四川省,邮政储蓄银行,2958,19160,2057.5,0,0.3677
2010,四川省,城市商业银行,487,10195,3774.7,13,0.0605
2010,四川省,城市信用社,0,0,0,0,0
2010,四川省,小型农村金融机构,5635,59464,5099.8,521,0.7004
2010,四川省,财务公司,4,185,235.7,2,0.0005
2010,贵州省,政策性银行,68,1263,1079,0,0.0195
2010,贵州省,外资银行,1,41,2,0,0.0003
2010,贵州省,三类新型农村金融机构,8,180,7,6,0.0023
2010,贵州省,合计,4013,50995,8855,100,1.1535
2010,贵州省,大型商业银行,1044,21960,4222,0,0.3001
2010,贵州省,股份制商业银行,3,264,343,0,0.0009
2010,贵州省,邮政储蓄银行,692,3794,370,0,0.1989
2010,贵州省,城市商业银行,179,3944,1077,4,0.0515
2010,贵州省,城市信用社,0,0,0,0,0
2010,贵州省,小型农村金融机构,2016,19518,1717,89,0.5795
2010,贵州省,财务公司,2,31,38,1,0.0006
2010,云南省,政策性银行,81,1867,1828,0,0.0176
2010,云南省,外资银行,2,33,14,1,0.0004
2010,云南省,三类新型农村金融机构,17,216,27,8,0.0037
2010,云南省,合计,5128,64656,16325,146,1.1144
2010,云南省,大型商业银行,1551,33463,7783,0,0.3371
2010,云南省,股份制商业银行,138,4325,2273,0,0.03
2010,云南省,邮政储蓄银行,825,2334,405,0,0.1793
2010,云南省,城市商业银行,131,2466,891,3,0.0285
2010,云南省,城市信用社,0,0,0,0,0
2010,云南省,小型农村金融机构,2382,19933,3073,133,0.5176
2010,云南省,财务公司,1,19,31,1,0.0002
2010,西藏自治区,政策性银行,1,26,,0,0.0033
2010,西藏自治区,外资银行,0,0,0,0,0
2010,西藏自治区,三类新型农村金融机构,0,0,0,0,0
2010,西藏自治区,合计,617,6015,1197,0,2.0517
2010,西藏自治区,大型商业银行,549,5782,1156.3,0,1.8256
2010,西藏自治区,股份制商业银行,0,0,0,0,0
2010,西藏自治区,邮政储蓄银行,67,207,40.7,0,0.2228
2010,西藏自治区,城市商业银行,0,0,0,0,0
2010,西藏自治区,城市信用社,0,0,0,0,0
2010,西藏自治区,小型农村金融机构,0,0,0,0,0
2010,西藏自治区,财务公司,0,0,0,0,0
2010,陕西省,政策性银行,81,2089,1949,0,0.0217
2010,陕西省,外资银行,9,281,92,0,0.0024
2010,陕西省,三类新型农村金融机构,9,143,8,7,0.0024
2010,陕西省,合计,6375,78958,20706,118,1.7067
2010,陕西省,大型商业银行,1850,40606,9284,0,0.4953
2010,陕西省,股份制商业银行,111,4242,3529,0,0.0297
2010,陕西省,邮政储蓄银行,1204,7279,1073,0,0.3223
